epoch,step,train_backcast_loss_epoch,train_backcast_loss_step,train_forecast_loss_epoch,train_forecast_loss_step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_MASE,val_RMSE,val_SMAPE,val_backcast_loss,val_forecast_loss,val_loss
1,204,,0.5538514256477356,,1.3615175485610962,,1.3615175485610962,,,,,,,,
1,209,,0.5470799207687378,,1.3553205728530884,,1.3553205728530884,,,,,,,,
1,214,,0.5503198504447937,,1.3575810194015503,,1.3575810194015503,,,,,,,,
1,219,,0.5544165372848511,,1.3291898965835571,,1.3291898965835571,,,,,,,,
1,224,,0.5477062463760376,,1.3177326917648315,,1.3177326917648315,,,,,,,,
1,229,,0.5428603291511536,,1.3331762552261353,,1.3331762552261353,,,,,,,,
1,234,,0.5428764820098877,,1.371640920639038,,1.371640920639038,,,,,,,,
1,239,,0.5393955707550049,,1.3041126728057861,,1.3041126728057861,,,,,,,,
1,244,,0.5597307085990906,,1.3271782398223877,,1.3271782398223877,,,,,,,,
1,249,,0.55699223279953,,1.3764293193817139,,1.3764293193817139,,,,,,,,
1,254,,0.5466388463973999,,1.3300236463546753,,1.3300236463546753,,,,,,,,
1,259,,0.535886287689209,,1.347082257270813,,1.347082257270813,,,,,,,,
1,264,,0.5550613403320312,,1.378196358680725,,1.378196358680725,,,,,,,,
1,265,,,,,,,0.021284498274326324,4.08916711807251,0.9806811213493347,0.026049908250570297,1.3750791549682617,0.5613543391227722,1.3750791549682617,1.3750791549682617
1,265,0.5475767254829407,,1.3425538539886475,,1.3425538539886475,,,,,,,,,
2,269,,0.552783191204071,,1.3593095541000366,,1.3593095541000366,,,,,,,,
2,274,,0.5432661771774292,,1.3459523916244507,,1.3459523916244507,,,,,,,,
2,279,,0.5401202440261841,,1.3060667514801025,,1.3060667514801025,,,,,,,,
2,284,,0.5522826910018921,,1.328096628189087,,1.328096628189087,,,,,,,,
2,289,,0.5498939752578735,,1.345702052116394,,1.345702052116394,,,,,,,,
2,294,,0.539945125579834,,1.3308721780776978,,1.3308721780776978,,,,,,,,
2,299,,0.5427565574645996,,1.3177834749221802,,1.3177834749221802,,,,,,,,
2,304,,0.5608993172645569,,1.3120505809783936,,1.3120505809783936,,,,,,,,
2,309,,0.5442953705787659,,1.3654274940490723,,1.3654274940490723,,,,,,,,
2,314,,0.5376478433609009,,1.3410143852233887,,1.3410143852233887,,,,,,,,
2,319,,0.541986882686615,,1.3433691263198853,,1.3433691263198853,,,,,,,,
2,324,,0.5365047454833984,,1.334697961807251,,1.334697961807251,,,,,,,,
2,329,,0.5501449704170227,,1.3504551649093628,,1.3504551649093628,,,,,,,,
2,334,,0.5437718629837036,,1.361693024635315,,1.361693024635315,,,,,,,,
2,339,,0.5430805683135986,,1.356723427772522,,1.356723427772522,,,,,,,,
2,344,,0.5503804683685303,,1.3506883382797241,,1.3506883382797241,,,,,,,,
2,349,,0.5449469685554504,,1.3250144720077515,,1.3250144720077515,,,,,,,,
2,354,,0.5553005337715149,,1.36741304397583,,1.36741304397583,,,,,,,,
2,359,,0.5425760746002197,,1.3433951139450073,,1.3433951139450073,,,,,,,,
2,364,,0.5420771241188049,,1.3381555080413818,,1.3381555080413818,,,,,,,,
2,369,,0.5356159210205078,,1.352230429649353,,1.352230429649353,,,,,,,,
2,374,,0.5347409844398499,,1.3543152809143066,,1.3543152809143066,,,,,,,,
2,379,,0.5499688982963562,,1.3469983339309692,,1.3469983339309692,,,,,,,,
2,384,,0.5741090774536133,,1.403351902961731,,1.403351902961731,,,,,,,,
2,389,,0.5505005717277527,,1.3269728422164917,,1.3269728422164917,,,,,,,,
2,394,,0.5372682213783264,,1.3515523672103882,,1.3515523672103882,,,,,,,,
2,398,,,,,,,0.02161603420972824,4.219389915466309,0.9958522915840149,0.02641896903514862,1.374165415763855,0.5612697601318359,1.374165415763855,1.374165415763855
2,398,0.5474653840065002,,1.3426423072814941,,1.3426423072814941,,,,,,,,,
3,399,,0.5673770904541016,,1.365647315979004,,1.365647315979004,,,,,,,,
3,404,,0.5492638945579529,,1.3288826942443848,,1.3288826942443848,,,,,,,,
3,409,,0.5497190356254578,,1.314997911453247,,1.314997911453247,,,,,,,,
3,414,,0.5431141257286072,,1.319089412689209,,1.319089412689209,,,,,,,,
3,419,,0.5455717444419861,,1.3346256017684937,,1.3346256017684937,,,,,,,,
3,424,,0.551825761795044,,1.3373241424560547,,1.3373241424560547,,,,,,,,
3,429,,0.5604689121246338,,1.3469606637954712,,1.3469606637954712,,,,,,,,
3,434,,0.5271890163421631,,1.3021318912506104,,1.3021318912506104,,,,,,,,
3,439,,0.548895001411438,,1.342206358909607,,1.342206358909607,,,,,,,,
3,444,,0.5604750514030457,,1.3696794509887695,,1.3696794509887695,,,,,,,,
3,449,,0.5452706217765808,,1.2961043119430542,,1.2961043119430542,,,,,,,,
3,454,,0.5469769835472107,,1.3756357431411743,,1.3756357431411743,,,,,,,,
3,459,,0.5516297221183777,,1.3638525009155273,,1.3638525009155273,,,,,,,,
3,464,,0.5626475811004639,,1.3334541320800781,,1.3334541320800781,,,,,,,,
3,469,,0.5430850982666016,,1.3074544668197632,,1.3074544668197632,,,,,,,,
3,474,,0.5366442203521729,,1.333997130393982,,1.333997130393982,,,,,,,,
3,479,,0.5389628410339355,,1.371033787727356,,1.371033787727356,,,,,,,,
3,484,,0.534871518611908,,1.3572551012039185,,1.3572551012039185,,,,,,,,
3,489,,0.5552689433097839,,1.3279728889465332,,1.3279728889465332,,,,,,,,
3,494,,0.5507416725158691,,1.3258655071258545,,1.3258655071258545,,,,,,,,
3,499,,0.5530407428741455,,1.3484411239624023,,1.3484411239624023,,,,,,,,
3,504,,0.5491721034049988,,1.3518418073654175,,1.3518418073654175,,,,,,,,
3,509,,0.5481243133544922,,1.3334778547286987,,1.3334778547286987,,,,,,,,
3,514,,0.5492092370986938,,1.3400975465774536,,1.3400975465774536,,,,,,,,
3,519,,0.545814573764801,,1.3365414142608643,,1.3365414142608643,,,,,,,,
3,524,,0.5287851691246033,,1.325305700302124,,1.325305700302124,,,,,,,,
3,529,,0.5409811735153198,,1.3389472961425781,,1.3389472961425781,,,,,,,,
3,531,,,,,,,0.021342037245631218,4.103232383728027,0.9832547903060913,0.026123087853193283,1.374595284461975,0.5614229440689087,1.374595284461975,1.374595284461975
3,531,0.5474867224693298,,1.3424510955810547,,1.3424510955810547,,,,,,,,,
4,534,,0.5556600689888,,1.3584493398666382,,1.3584493398666382,,,,,,,,
4,539,,0.5357679724693298,,1.3279184103012085,,1.3279184103012085,,,,,,,,
4,544,,0.5603646039962769,,1.3687912225723267,,1.3687912225723267,,,,,,,,
4,549,,0.5439571142196655,,1.3302258253097534,,1.3302258253097534,,,,,,,,
4,554,,0.5570614337921143,,1.3608837127685547,,1.3608837127685547,,,,,,,,
4,559,,0.5545557141304016,,1.3426430225372314,,1.3426430225372314,,,,,,,,
4,564,,0.5537355542182922,,1.341007113456726,,1.341007113456726,,,,,,,,
4,569,,0.5583931803703308,,1.3493510484695435,,1.3493510484695435,,,,,,,,
4,574,,0.5411232113838196,,1.33163583278656,,1.33163583278656,,,,,,,,
4,579,,0.5463650226593018,,1.3292711973190308,,1.3292711973190308,,,,,,,,
4,584,,0.5459418296813965,,1.3407509326934814,,1.3407509326934814,,,,,,,,
4,589,,0.5431017279624939,,1.3158702850341797,,1.3158702850341797,,,,,,,,
4,594,,0.5481657385826111,,1.3545788526535034,,1.3545788526535034,,,,,,,,
4,599,,0.5462536215782166,,1.3747062683105469,,1.3747062683105469,,,,,,,,
4,604,,0.547618567943573,,1.329372763633728,,1.329372763633728,,,,,,,,
4,609,,0.5397956967353821,,1.3435612916946411,,1.3435612916946411,,,,,,,,
4,614,,0.5411730408668518,,1.3071563243865967,,1.3071563243865967,,,,,,,,
4,619,,0.5464714765548706,,1.3145062923431396,,1.3145062923431396,,,,,,,,
4,624,,0.5599473714828491,,1.3438177108764648,,1.3438177108764648,,,,,,,,
4,629,,0.5520946383476257,,1.361800193786621,,1.361800193786621,,,,,,,,
4,634,,0.5594167709350586,,1.3517606258392334,,1.3517606258392334,,,,,,,,
4,639,,0.5453748106956482,,1.348899006843567,,1.348899006843567,,,,,,,,
4,644,,0.5423859357833862,,1.3153051137924194,,1.3153051137924194,,,,,,,,
4,649,,0.5552749037742615,,1.3342548608779907,,1.3342548608779907,,,,,,,,
4,654,,0.5407613515853882,,1.3430103063583374,,1.3430103063583374,,,,,,,,
4,659,,0.5518341064453125,,1.3204776048660278,,1.3204776048660278,,,,,,,,
4,664,,0.5370587706565857,,1.3355233669281006,,1.3355233669281006,,,,,,,,
4,664,,,,,,,0.021528275683522224,4.181691646575928,0.9918254017829895,0.026327326893806458,1.37410569190979,0.5613144040107727,1.37410569190979,1.37410569190979
4,664,0.5474362969398499,,1.3428658246994019,,1.3428658246994019,,,,,,,,,
5,669,,0.5369290709495544,,1.3076584339141846,,1.3076584339141846,,,,,,,,
5,674,,0.552692174911499,,1.387119174003601,,1.387119174003601,,,,,,,,
5,679,,0.5498557686805725,,1.3538782596588135,,1.3538782596588135,,,,,,,,
5,684,,0.5477291345596313,,1.366564393043518,,1.366564393043518,,,,,,,,
5,689,,0.5398486852645874,,1.3317766189575195,,1.3317766189575195,,,,,,,,
5,694,,0.558077335357666,,1.3394598960876465,,1.3394598960876465,,,,,,,,
5,699,,0.5521166324615479,,1.3900926113128662,,1.3900926113128662,,,,,,,,
5,704,,0.5520055294036865,,1.3429349660873413,,1.3429349660873413,,,,,,,,
5,709,,0.5492500066757202,,1.3499488830566406,,1.3499488830566406,,,,,,,,
5,714,,0.5467424988746643,,1.2878888845443726,,1.2878888845443726,,,,,,,,
5,719,,0.5584204196929932,,1.3248037099838257,,1.3248037099838257,,,,,,,,
5,724,,0.5498979091644287,,1.335033655166626,,1.335033655166626,,,,,,,,
5,729,,0.5466092824935913,,1.3149678707122803,,1.3149678707122803,,,,,,,,
5,734,,0.5469935536384583,,1.3428144454956055,,1.3428144454956055,,,,,,,,
5,739,,0.5432897806167603,,1.3423577547073364,,1.3423577547073364,,,,,,,,
5,744,,0.5431404709815979,,1.339213490486145,,1.339213490486145,,,,,,,,
5,749,,0.5400573015213013,,1.3294196128845215,,1.3294196128845215,,,,,,,,
5,754,,0.5485858917236328,,1.3471524715423584,,1.3471524715423584,,,,,,,,
5,759,,0.5398958921432495,,1.3489750623703003,,1.3489750623703003,,,,,,,,
5,764,,0.5587617754936218,,1.3204381465911865,,1.3204381465911865,,,,,,,,
5,769,,0.5434842109680176,,1.3426443338394165,,1.3426443338394165,,,,,,,,
5,774,,0.5477914810180664,,1.3446003198623657,,1.3446003198623657,,,,,,,,
5,779,,0.5555214881896973,,1.3636033535003662,,1.3636033535003662,,,,,,,,
5,784,,0.5469246506690979,,1.3669408559799194,,1.3669408559799194,,,,,,,,
5,789,,0.5543877482414246,,1.3264508247375488,,1.3264508247375488,,,,,,,,
5,794,,0.5494917631149292,,1.324920415878296,,1.324920415878296,,,,,,,,
5,797,,,,,,,0.021454250440001488,4.151922702789307,0.9884198307991028,0.026246938854455948,1.374191403388977,0.5613275170326233,1.374191403388977,1.374191403388977
5,797,0.5474411249160767,,1.342555046081543,,1.342555046081543,,,,,,,,,
6,799,,0.5506116151809692,,1.3262481689453125,,1.3262481689453125,,,,,,,,
6,804,,0.5566960573196411,,1.3419109582901,,1.3419109582901,,,,,,,,
6,809,,0.5460917353630066,,1.3109384775161743,,1.3109384775161743,,,,,,,,
6,814,,0.5456425547599792,,1.357741355895996,,1.357741355895996,,,,,,,,
6,819,,0.5415696501731873,,1.3851896524429321,,1.3851896524429321,,,,,,,,
6,824,,0.5549241304397583,,1.3386108875274658,,1.3386108875274658,,,,,,,,
6,829,,0.5467798709869385,,1.3430984020233154,,1.3430984020233154,,,,,,,,
6,834,,0.5459056496620178,,1.3142855167388916,,1.3142855167388916,,,,,,,,
6,839,,0.5538241267204285,,1.3550450801849365,,1.3550450801849365,,,,,,,,
6,844,,0.5463645458221436,,1.3373178243637085,,1.3373178243637085,,,,,,,,
6,849,,0.5438874959945679,,1.3384326696395874,,1.3384326696395874,,,,,,,,
6,854,,0.5444477200508118,,1.349745273590088,,1.349745273590088,,,,,,,,
6,859,,0.5431230068206787,,1.3681614398956299,,1.3681614398956299,,,,,,,,
6,864,,0.5358054041862488,,1.349719762802124,,1.349719762802124,,,,,,,,
6,869,,0.5447476506233215,,1.3252716064453125,,1.3252716064453125,,,,,,,,
6,874,,0.5542746782302856,,1.3527652025222778,,1.3527652025222778,,,,,,,,
6,879,,0.5498946309089661,,1.3462345600128174,,1.3462345600128174,,,,,,,,
6,884,,0.548396110534668,,1.345118761062622,,1.345118761062622,,,,,,,,
6,889,,0.5589241981506348,,1.3222299814224243,,1.3222299814224243,,,,,,,,
6,894,,0.5519798398017883,,1.3268264532089233,,1.3268264532089233,,,,,,,,
6,899,,0.556496798992157,,1.359598994255066,,1.359598994255066,,,,,,,,
6,904,,0.5442308783531189,,1.371714472770691,,1.371714472770691,,,,,,,,
6,909,,0.55339515209198,,1.3548829555511475,,1.3548829555511475,,,,,,,,
6,914,,0.5531960129737854,,1.3438150882720947,,1.3438150882720947,,,,,,,,
6,919,,0.5408574342727661,,1.3448867797851562,,1.3448867797851562,,,,,,,,
6,924,,0.5459132790565491,,1.3497978448867798,,1.3497978448867798,,,,,,,,
6,929,,0.5448229312896729,,1.3560469150543213,,1.3560469150543213,,,,,,,,
6,930,,,,,,,0.021362917497754097,4.113621234893799,0.9842195510864258,0.026146894320845604,1.3744313716888428,0.5614088177680969,1.3744313716888428,1.3744313716888428
6,930,0.5475123524665833,,1.3426049947738647,,1.3426049947738647,,,,,,,,,
7,934,,0.5399377942085266,,1.3283956050872803,,1.3283956050872803,,,,,,,,
7,939,,0.5438023805618286,,1.3290876150131226,,1.3290876150131226,,,,,,,,
7,944,,0.5598782896995544,,1.382512092590332,,1.382512092590332,,,,,,,,
7,949,,0.5446075797080994,,1.3542044162750244,,1.3542044162750244,,,,,,,,
7,954,,0.5526898503303528,,1.3254038095474243,,1.3254038095474243,,,,,,,,
7,959,,0.5544556975364685,,1.357100009918213,,1.357100009918213,,,,,,,,
7,964,,0.5474100708961487,,1.3187744617462158,,1.3187744617462158,,,,,,,,
7,969,,0.561705470085144,,1.3531293869018555,,1.3531293869018555,,,,,,,,
7,974,,0.5596741437911987,,1.336037278175354,,1.336037278175354,,,,,,,,
7,979,,0.5517531037330627,,1.3485900163650513,,1.3485900163650513,,,,,,,,
7,984,,0.5459982752799988,,1.339744210243225,,1.339744210243225,,,,,,,,
7,989,,0.5395143032073975,,1.3437554836273193,,1.3437554836273193,,,,,,,,
7,994,,0.5397046208381653,,1.3510576486587524,,1.3510576486587524,,,,,,,,
7,999,,0.5355286598205566,,1.3438948392868042,,1.3438948392868042,,,,,,,,
7,1004,,0.5501120686531067,,1.359446406364441,,1.359446406364441,,,,,,,,
7,1009,,0.5437721014022827,,1.3369990587234497,,1.3369990587234497,,,,,,,,
7,1014,,0.5382034778594971,,1.3357740640640259,,1.3357740640640259,,,,,,,,
7,1019,,0.5499997735023499,,1.3715624809265137,,1.3715624809265137,,,,,,,,
7,1024,,0.5499117970466614,,1.340050458908081,,1.340050458908081,,,,,,,,
7,1029,,0.5451801419258118,,1.341676950454712,,1.341676950454712,,,,,,,,
7,1034,,0.5485903024673462,,1.3563063144683838,,1.3563063144683838,,,,,,,,
7,1039,,0.5576283931732178,,1.3425060510635376,,1.3425060510635376,,,,,,,,
7,1044,,0.545128345489502,,1.3174961805343628,,1.3174961805343628,,,,,,,,
7,1049,,0.5537448525428772,,1.3692256212234497,,1.3692256212234497,,,,,,,,
7,1054,,0.546846866607666,,1.3556092977523804,,1.3556092977523804,,,,,,,,
7,1059,,0.5515304207801819,,1.3293591737747192,,1.3293591737747192,,,,,,,,
7,1063,,,,,,,0.021454885601997375,4.152988433837891,0.988448977470398,0.026247715577483177,1.3741774559020996,0.5614643096923828,1.3741774559020996,1.3741774559020996
7,1063,0.5475126504898071,,1.3425917625427246,,1.3425917625427246,,,,,,,,,
